RESPNO,URBRUR,REGION,EA_SVC_A,EA_SVC_B,EA_SVC_C,EA_SVC_D,EA_SVC_E,EA_FAC_A,EA_FAC_B,EA_FAC_C,EA_FAC_D,EA_FAC_E,EA_FAC_F,EA_FAC_F2,EA_FAC_G,EA_SEC_A,EA_SEC_B,EA_SEC_C,EA_SEC_D,EA_SEC_E,EA_ROAD_A,EA_ROAD_B,EA_ROAD_C,NOCALL_1,NOCALL_2,NOCALL_3,THISINT,ADULT_CT,CALLS,DATEINTR,STRTIME,Q1,Q2,Q2OTHER,Q3,Q4A,Q4B,Q5A,Q5B,Q6A,Q6B,Q6C,Q6D,Q6E,Q7A,Q7B,Q8,Q9A,Q9B,Q9C,Q10A,Q10B,Q10C,Q11A,Q11B,Q11C,Q11C1_CBZ,Q11D,Q11E,Q12A,Q12B,Q13,Q14A,Q14B,Q14C,Q15,Q16,Q17,Q18,Q19A,Q19B,Q20,Q21A,Q21B,Q22A,Q22B,Q22C,Q23,Q24,Q25,Q26,Q27A,Q27B,Q27C,Q28,Q29A,Q29B,Q30,Q31,Q32A,Q32B,Q33A,Q33B,Q33C,Q33D,Q33E,Q33F,Q33G,Q33H,Q33I,Q34A,Q34A1_CBZ,Q34B,Q35A,Q35B,Q35C,Q36A,Q36B,Q36C,Q37A,Q37B,Q37B1_CBZ,Q37C,Q37D,Q37E,Q37F,Q37G,Q37H,Q37I,Q37J,Q37K,Q37L_CBZ,Q38A,Q38B,Q38B1_CBZ,Q38C,Q38D,Q38E,Q38F,Q38G,Q38H,Q38I,Q38J,Q38K,Q38L_CBZ,Q39A,Q39B,Q40A,Q40B,Q40C,Q40D,Q41A,Q41B,Q41C,Q41D,Q41E,Q41F,Q41G,Q41H,Q42A,Q42B,Q42C,Q42D,Q43A,Q43B,Q43C,Q43D,Q43E,Q44A,Q44B,Q44C,Q44D,Q44E,Q45PT1,Q45PT1OTHER,Q45PT2,Q45PT2OTHER,Q45PT3,Q45PT3OTHER,Q46A,Q46B,Q46C,Q46D,Q46E,Q46F,Q46G,Q46H,Q46I,Q46J,Q46K,Q46L,Q46M,Q46N,Q46O,Q46P_CBZ,Q46Q_CBZ,Q47A,Q47B,Q47B1_CBZ,Q47C,Q48A,Q48A1_CBZ,Q48B,Q49A,Q49B,Q50A,Q50B,Q50C,Q51A,Q51B,Q52A,Q52B,Q53A,Q53B,Q53C,Q54,Q55A,Q55B,Q55C,Q56A,Q56B,Q56C,Q57A,Q57B,Q58A,Q58B,Q58C,Q59,Q60,Q61A,Q61B,Q61C,Q62,Q63A,Q63B,Q63C,Q64A,Q64B,Q65A,Q65B,Q66A,Q66B,Q67A,Q67B,Q68A,Q68B,Q69,Q70A,Q70B,Q70C,Q70D,Q71,Q72A,Q72B,Q72C,Q72D,Q72E,Q73A,Q73B,Q73C,Q73D,Q74A,Q74B,Q74C,Q74D,Q74E,Q75,Q76A,Q76B,Q76C,Q77,Q78A,Q78B,Q78C,Q78C1,Q78C2_CBZ,Q78D,Q78E,Q78F,Q79A_CBZ,Q79B_CBZ,Q80_CBZ,Q81A_CBZ,Q81B_CBZ,Q81C_CBZ,Q81D_CBZ,Q81E_CBZ,Q81F_CBZ,Q81G_CBZ,Q81H_CBZ,Q82A_CBZ,Q82B_CBZ,Q82C_CBZ,Q83A_CBZ,Q83B_CBZ,Q83C_CBZ,Q83COTHER_CBZ,Q84A,Q84AOTHER,Q84B,Q84C,Q84D,Q84E,Q85A,Q85B,Q86A,Q86B,Q86C,Q86D,Q86E,Q86F,Q87A,Q87B,Q87C,Q87D,Q87E,Q88A,Q88B,Q89A,Q89B,Q89BOTHER,Q90A,Q90B,Q90C,Q90D,Q90E,Q90F,Q90G,Q90H,Q90I,Q91A,Q91B,Q91C,Q92A,Q92B,Q93A,Q93B,Q93BOTHER,Q93C,Q94,Q95,Q95OTHER,Q96,Q96OTHER,Q97,ENDTIME,LENGTH,LENGTH_INT,Q100,Q101,Q101OTHER,Q102,Q102OTHER,Q103,Q104,Q105,Q106A,Q106B,Q106C,Q106D,Q106E,Q107,Q109A,Q109B,Q109C,Q109D,Q109E,Q109F,Q111,Q112,Q113,Q114,Q115,Q115OTHER,Q116,Q116OTHER,Q117,Q118_1,Q118_2,Q118_3,Q118_4,Q118OTHER,withinwt_ea,withinwt_hh
CBZ0651,1,1781,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,4,9997,9997,9997,2,4,1,2023-07-05,10:32:00,32,1781,,1,1,2,2,2,2,3,2,2,2,2,0,0,2,3,3,0,0,0,1,0,0,0,0,0,1,1,0,2,1,3,3,2,2,2,2,2,4,2,4,2,2,2,3,2,3,2,2,4,2,3,1,2,2,2,3,1,2,2,3,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,3,3,3,1,2,2,1,2,1,1,1,0,2,1,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,7,2,4,4,3,4,4,LA MISÈRE,3,LE CHÔMAGE,20,SOINS DE SANTE DE QUALITÉ,1,1,1,2,1,1,1,1,3,1,2,3,1,1,1,1,1,2,2,2,2,1,1,3,4,4,4,4,4,5,2,2,2,3,3,3,1,4,3,2,2,1,2,2,2,0,2,5,3,2,1,1,1,1,2,2,2,2,4,0,2,3,3,0,7,7,7,7,7,7,7,7,1,2,4,4,3,5,2,2,2,2,3,3,0,4,4,2,1,1,0,3,5,4,4,2,4,1,1,1,1,1,1,4,4,4,2,2,4,4,1,1,2,1,2,2,6,,1787,,1,5,1,1,4,3,2,3,2,2,2,2,4,4,1,3,1,5,5,0,9997,,1,1,0,1,1,2,1,4,4,2,2,2,1,3,1,0,,1,7,2,,1780,,8,11:39:00,66,0,2,1,,2,,1,1,1,0,0,0,0,0,4,2,1,2,1,1,1,CBZ17,28,1,2,2,,1787,,8,2,1780,9996,9996,,0.903198154748307,0.802842804220717
CBZ0652,1,1781,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,4,9997,9997,9997,1,4,1,2023-07-05,10:39:00,49,1781,,2,3,3,3,3,4,4,4,4,4,3,3,1,1,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,4,1,1,3,3,1,3,5,2,1,1,2,2,3,3,2,2,2,3,3,1,1,1,2,3,3,1,2,1,1,2,2,2,1,1,2,1,2,1,1,1,0,0,0,3,2,0,0,1,0,0,0,2,0,0,2,0,1,1,0,1,2,1,0,1,1,2,1,2,1,1,1,0,7,7,7,1,3,1,1,3,2,2,2,0,7,7,7,0,7,7,0,7,2,3,4,4,4,23,PROBLÈME D'INSÉCURITÉ,15,PROBLÈME DE LOGEMENT,17,PROBLÈME D'EAU,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,2,3,3,3,1,5,4,1,1,1,2,1,2,2,3,2,2,1,3,3,1,1,1,1,2,2,0,2,1,1,1,0,1,0,3,4,1,1,1,1,0,1,1,1,1,2,4,5,3,1,1,1,1,2,2,2,4,3,3,4,1,2,2,0,0,0,3,3,4,0,0,0,3,1,1,1,1,1,0,7,4,2,4,4,4,4,2,2,4,2,5,5,2,3,1,4,4,3,,1787,,0,5,1,1,5,2,2,3,2,1,3,3,4,5,1,4,3,3,4,0,9997,,1,1,0,1,1,2,1,4,3,6,2,2,1,2,1,1,,1,8,12,,1790,,8,11:43:00,65,0,1,1,,2,,1,1,3,0,0,0,0,0,4,1,2,1,3,2,3,CBZ16,25,1,1,2,,1787,,8,2,1780,1781,9996,,0.903198154748307,0.802842804220717
CBZ0653,1,1781,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,4,9997,9997,9997,2,5,1,2023-07-05,10:50:00,28,1781,,1,4,2,3,3,3,3,3,1,3,0,0,1,2,4,4,0,0,0,1,0,0,0,0,0,1,1,3,2,1,2,4,1,1,4,4,1,4,4,5,2,2,2,3,1,4,4,1,1,1,4,1,4,2,2,3,3,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,3,3,3,3,3,3,3,1,3,1,3,1,1,0,7,7,7,1,3,3,0,3,3,3,3,1,4,3,1,0,7,7,3,3,2,4,3,3,3,24,LA CORRUPTION,29,LES ÉLECTIONS LIBRE ET TRANSPARENTE,3,CRÉATION DES EMPLOIS,3,1,1,1,1,1,2,3,2,1,2,3,3,4,2,2,3,3,3,2,2,3,3,3,5,5,4,2,1,4,2,1,1,3,4,1,4,4,4,4,4,4,4,2,2,0,1,9,2,1,0,0,0,1,4,4,4,2,2,0,2,4,4,1,5,4,5,1,1,1,1,1,4,3,5,5,1,5,5,2,2,2,4,0,0,0,0,4,1,1,1,3,1,1,1,1,1,1,1,4,4,4,1,5,5,5,5,5,5,5,1,4,3,3,3,2,1,,1786,,1,4,1,0,4,1,2,2,2,2,2,2,4,4,1,4,4,5,4,1,1781,,2,2,0,0,2,1,7,4,0,6,3,2,1,4,3,7,,3,4,1,,1781,,1,12:41:00,111,0,2,1,,1780,,1,1,1,0,0,0,0,0,4,1,1,1,1,1,1,CBZ18,41,1,2,2,,1790,,6,2,1780,1781,9996,,0.903198154748307,1.0035535052759
CBZ0654,2,1791,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,7,7,9997,9997,9997,1,2,1,2023-07-05,10:58:00,23,1780,,1,1,1,3,3,0,0,0,0,0,0,0,1,2,3,3,1,1,1,3,1,1,1,1,1,2,2,3,2,2,1,1,1,1,1,4,1,4,2,4,4,2,2,1,2,4,1,1,1,4,4,1,4,2,3,3,3,2,1,1,3,2,1,1,2,0,0,0,0,0,0,0,0,0,0,3,3,2,2,3,3,0,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,7,7,7,0,7,7,7,7,7,7,7,1,4,2,2,0,7,7,0,7,3,1,1,1,1,20,LE PROBLÈME DES SOINS MÉDICAUX,11,DIFFICULTÉ DE TRANSPORT,14,PAS D'ÉCOLE PUBLIQUE COMME PRIVÉE,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,2,2,2,3,3,3,1,4,3,3,3,1,2,2,2,3,4,4,1,2,3,1,5,5,5,2,2,1,7,97,2,3,0,2,2,2,4,4,4,9,4,0,4,3,3,1,4,4,4,3,2,3,3,3,1,1,5,4,5,5,4,4,4,4,3,0,0,0,0,4,1,1,1,9,9,9,9,9,9,9,7,9,1,2,2,4,4,4,4,4,4,2,1,4,4,3,3,4,1,,1780,,0,3,1,1,4,3,2,3,2,3,3,2,4,4,3,4,4,5,5,0,9997,,0,0,0,0,0,0,7,0,0,8,3,3,0,7,1,3,,3,4,6,,1780,,8,12:16:00,78,0,1,1,,1781,,2,4,1,0,0,0,0,0,4,1,1,1,1,1,1,CBZ14,29,1,2,1780,,1787,,8,2,1780,1781,9996,,1.42691803500895,0.73647382452075
CBZ0655,2,1786,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,9997,9997,9997,1,2,1,2023-07-05,11:05:00,78,1781,,1,1,1,2,2,3,3,4,2,4,0,0,0,1,3,2,4,4,0,2,0,0,0,0,0,0,0,3,2,1,1,4,1,1,4,3,4,4,1,1,1,2,1,2,1,4,4,3,4,4,3,2,4,1,2,1,1,2,2,3,3,1,2,3,1,2,2,0,2,3,3,3,1,3,3,0,0,0,0,2,1,0,2,1,0,2,3,2,2,1,1,2,2,1,2,2,1,2,1,0,2,1,1,0,7,7,7,1,3,2,2,2,2,1,3,0,7,7,7,0,7,7,0,7,2,3,3,2,4,32,MANQUE DES VÉHICULES POUR ÉVACUER LES MARCHANDISES.,17,BESOIN DES FORAGES D'EAU,13,MAUVAIS ÉTAT DE LA ROUTE,1,2,1,1,2,3,1,2,1,1,1,1,3,3,2,3,3,1,1,1,3,2,4,2,5,5,3,2,3,3,2,1,1,4,4,3,1,4,4,3,5,5,5,2,2,0,1,23,2,2,0,0,0,3,2,4,1,1,5,0,1,5,5,0,7,7,7,7,7,7,7,7,1,4,5,5,3,5,5,5,5,2,4,0,0,0,0,5,1,1,1,3,1,4,4,4,1,0,7,0,1,1,2,1,5,5,5,5,5,5,4,4,1,1,1,3,1,,1787,,2,5,1,1,4,1,3,3,3,1,3,2,5,5,1,3,3,3,4,1,1790,,2,1,1,1,1,1,7,0,0,6,3,3,0,7,0,3,,3,2,2,,1790,,3,12:23:00,77,0,1,1,,1780,,2,4,1,0,0,0,0,0,4,1,1,1,1,1,1,CBZ30,31,1,1,2,,1791,,8,2,1780,9996,9996,,0.724113511925132,0.399510903131107
CBZ0656,2,1786,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,9997,9997,9997,2,3,1,2023-07-05,11:08:00,22,1781,,2,3,1,3,4,1,0,1,1,3,0,0,0,4,3,2,4,1,0,2,1,0,0,0,3,2,2,3,4,0,3,4,2,2,2,2,2,3,4,4,2,4,2,2,2,3,2,2,3,3,1,4,1,3,2,3,4,0,9,1,2,2,2,0,3,2,1,0,1,3,2,1,1,3,2,3,1,1,2,3,0,0,3,3,2,2,3,1,2,1,1,1,1,2,1,1,0,0,0,1,3,3,0,0,7,7,7,1,2,0,1,1,0,2,3,0,7,7,7,0,7,7,0,7,3,2,4,3,2,13,MAUVAIS ÉTAT DE LA ROUTE,7,IMPOSSIBLE DE PRATIQUER L'AGRICULTURE A CAUSE DU MAUVAIS ÉTAT DU SOL,16,MANQUE D'ÉLECTRICITÉ DANS LE VILLAGE,4,1,1,4,3,4,3,2,1,3,1,1,4,3,3,1,2,4,3,2,3,0,2,1,4,2,3,1,1,4,1,3,3,4,2,1,2,3,4,3,4,4,2,2,1,0,1,5,1,2,1,0,1,3,4,2,4,1,5,0,2,2,1,0,7,7,7,7,7,7,7,7,3,2,2,4,1,3,4,2,2,4,3,0,0,0,0,9,0,0,0,0,4,4,4,4,5,0,7,3,3,2,2,5,4,4,2,5,4,2,2,4,3,2,2,2,2,,9999,,7,7,7,7,4,9,2,3,2,1,1,1,5,5,1,3,3,3,5,0,9997,,2,0,1,0,0,2,0,4,0,7,3,0,0,7,1,4,,4,3,1,,1790,,9,12:48:00,100,0,2,1,,1780,,3,4,3,0,0,0,0,0,4,1,1,1,1,1,1,CBZ29,22,2,2,2,,1786,,8,2,1780,1781,9996,,0.724113511925132,0.59926635469666
CBZ0657,2,1786,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,9997,9997,9997,1,3,1,2023-07-05,11:14:00,43,1781,,1,2,1,3,3,3,1,2,0,3,2,2,0,2,4,3,1,0,0,2,1,0,0,0,2,1,1,3,1,2,1,3,2,1,3,3,1,2,4,4,4,4,1,3,2,4,1,2,2,3,3,1,4,2,1,3,3,0,2,1,2,1,2,1,1,2,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,3,3,3,3,3,2,2,1,1,1,1,1,2,3,1,3,2,1,1,1,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,2,0,3,2,2,2,3,13,LE PROBLÈME DE LA ROUTE,20,LE PROBLÈME DES INFRASTRUCTURES SANITAIRES,17,LE PROBLÈME DE L'EAU,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,4,4,3,3,3,3,1,2,2,3,3,3,2,2,2,2,1,1,1,2,2,1,7,97,3,2,2,1,1,1,1,1,1,1,1,0,2,3,3,0,7,7,7,7,7,7,7,7,1,3,5,2,3,3,4,4,4,4,3,2,0,0,1,5,1,1,1,0,1,1,1,1,4,0,7,3,4,4,4,4,4,4,4,4,4,4,4,1,3,1,2,2,1,,1787,,1,4,1,1,5,1,2,2,2,3,3,3,4,4,1,3,2,4,4,0,9997,,2,0,1,0,0,2,0,3,1,6,3,3,0,7,0,3,,3,3,2,,9997,,8,12:34:00,80,0,1,1,,1780,,3,4,3,0,0,0,0,0,3,1,2,1,2,1,1,CBZ27,28,1,1,1780,,1787,,8,2,1780,1781,9996,,0.724113511925132,0.59926635469666
CBZ0658,2,1786,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,9997,9997,9997,1,5,1,2023-07-05,11:24:00,19,1781,,1,1,2,2,3,3,3,4,0,2,0,0,0,2,2,2,4,1,1,3,0,0,0,0,2,1,1,0,1,1,3,4,1,1,4,4,1,4,2,4,1,1,1,3,1,4,1,1,1,4,4,1,1,1,1,1,3,1,1,0,3,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,3,3,2,0,1,2,1,0,0,2,1,3,1,1,1,2,2,1,1,2,0,3,3,2,0,3,0,7,7,7,1,3,1,0,7,3,2,5,5,2,13,LE MAUVAIS ÉTAT DE LA ROUTE,20,MANQUE D'HÔPITAL,12,MANQUE DE RÉSEAU DE COMMUNICATION,1,2,1,1,2,3,1,2,1,1,1,1,1,3,2,1,2,1,1,1,1,2,3,3,4,2,4,3,4,5,5,1,3,1,1,4,1,3,4,1,4,1,2,2,2,1,7,97,1,1,1,0,0,1,1,1,1,1,2,0,1,4,3,0,7,7,7,7,7,7,7,7,2,4,5,4,3,4,2,1,1,4,0,0,0,0,0,4,1,1,1,3,3,3,3,3,3,0,7,2,1,1,2,1,1,4,1,2,4,4,4,1,3,1,4,2,1,,1786,,0,3,1,1,4,2,0,3,0,1,3,2,3,3,1,1,3,3,5,0,9997,,0,0,2,0,0,2,0,4,0,8,3,3,0,7,1,1,,1,4,2,,9997,,1,12:56:00,92,0,1,1,,1780,,2,4,1,0,0,1,0,0,3,1,1,1,1,1,2,CBZ28,26,1,2,2,,1786,,8,2,1780,1781,9996,,0.724113511925132,0.998777257827768
CBZ0659,2,1791,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,7,7,9997,9997,9997,1,5,1,2023-07-05,12:08:00,28,1780,,1,1,1,3,3,3,2,3,1,4,2,2,0,3,3,4,3,3,1,2,0,0,0,1,0,0,0,3,4,0,0,4,1,1,1,4,2,3,5,5,1,5,1,3,1,4,2,1,1,2,4,1,4,3,2,3,3,1,1,1,1,1,1,1,3,1,1,0,0,2,0,0,0,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,7,3,2,3,3,2,14,LE GOUVERNEMENT CONSTRUIRE DES ÉCOLES,20,LE GOUVERNEMENT DOIT CONSTRUIRE DES HÔPITAUX,17,LE GOUVERNEMENT DOIT ARRANGER DES POMPES,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,3,4,4,4,4,0,1,3,5,5,4,1,1,4,3,2,2,1,4,4,1,1,1,1,4,4,4,2,2,0,4,97,4,3,0,0,0,2,5,5,5,2,5,0,1,1,1,0,7,7,7,7,7,7,7,7,4,2,2,5,1,5,5,2,2,5,0,0,0,0,0,5,1,1,1,3,3,3,3,3,3,0,7,2,3,5,1,5,5,5,4,5,5,5,5,3,4,5,4,3,1,,1780,,1,5,1,1,5,3,1,3,3,2,2,2,5,5,1,5,5,5,4,0,9997,,0,0,0,0,0,0,7,0,0,7,3,3,0,7,0,3,,1,2,2,,1780,,8,13:31:00,83,0,1,1,,1781,,2,4,3,0,0,0,0,0,4,1,1,1,1,1,1,CBZ12,30,2,2,2,,9990,,8,2,1780,1781,9996,,1.42691803500895,1.84118456130188
CBZ0660,2,1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,9997,9997,9997,1,4,1,2023-07-05,12:40:00,20,1783,,1,4,4,2,3,1,0,1,0,2,0,0,1,2,3,3,0,0,0,1,0,0,0,0,0,1,1,3,4,3,3,3,2,2,2,3,2,3,4,5,2,2,4,1,2,2,3,3,3,3,3,2,2,2,2,3,3,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,2,2,3,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,0,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,1,3,0,3,0,2,4,4,4,4,16,IL N'Y A PAS DE GROUPE ÉLECTROGÈNE COMME DANS D'AUTRE VILLAGE,17,PAS DE FORAGE,14,L'INFRASTRUCTURE DE L'ÉCOLE EST MAUVAISE,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,3,3,3,1,1,1,4,4,4,1,1,5,4,2,2,3,3,1,2,2,4,2,2,4,2,2,2,0,1,18,2,3,0,2,0,4,4,4,4,2,2,0,1,1,1,0,7,7,7,7,7,7,7,7,2,3,5,2,3,5,2,2,4,2,3,0,0,0,0,2,1,1,1,9,9,9,9,9,9,0,7,2,2,2,1,4,4,2,2,4,4,4,2,1,2,2,4,2,1,,1786,,0,5,1,1,4,3,3,3,3,3,3,3,4,1,1,1,1,5,2,0,9997,,0,0,0,0,0,2,0,4,0,8,3,2,0,7,0,6,,1,4,13,,1780,,2,13:40:00,60,0,1,1,,1781,,2,4,3,0,0,0,0,0,3,1,1,1,1,1,1,CBZ08,32,2,2,2,,1787,,8,2,1780,1781,9996,,0.906640139390601,1.20885351918747
CBZ0661,2,1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,9997,9997,9997,1,4,1,2023-07-05,12:41:00,24,1780,,1,2,1,3,3,1,0,3,0,3,0,0,0,3,3,3,3,1,1,2,0,0,0,0,0,9,9,3,2,3,3,4,3,1,3,3,2,2,4,4,1,1,1,3,2,3,2,2,2,3,3,1,2,3,2,3,3,1,1,1,1,2,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,0,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,7,2,3,3,3,3,13,MANQUE DE ROUTE FIABLE,16,MANQUE D'ÉLECTRICITÉ,9996,,2,2,1,2,2,3,2,2,2,1,1,1,4,9,9,3,3,3,2,2,2,3,2,1,4,2,4,1,2,2,4,2,2,2,1,1,1,2,3,4,2,3,1,2,2,1,7,97,3,3,0,0,0,9,1,1,1,9,1,0,1,9,9,0,7,7,7,7,7,7,7,7,2,9,6,1,3,3,5,1,1,1,4,0,0,0,0,4,1,1,1,1,4,4,4,4,4,9,7,9,1,1,1,5,5,5,5,5,5,5,5,1,5,3,3,2,5,,1786,,1,3,1,1,4,3,3,3,3,3,3,3,5,5,1,5,5,5,5,0,9997,,2,0,0,0,0,2,0,4,0,8,3,2,0,7,1,3,,3,3,1,,1781,,1,13:31:00,50,0,1,1,,1781,,2,4,1,0,0,0,0,0,4,1,1,1,2,1,1,CBZ09,31,1,2,1780,,1787,,8,2,1780,1781,9996,,0.906640139390601,1.20885351918747
CBZ0662,2,1786,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,9997,9997,9997,2,4,1,2023-07-05,12:42:00,61,1781,,1,1,1,2,2,4,3,4,3,4,0,0,2,2,3,4,2,0,0,2,0,0,0,0,0,0,0,3,3,1,1,1,4,1,1,3,1,3,5,5,1,4,5,1,4,4,2,4,4,4,4,1,4,1,1,1,1,3,2,2,3,2,3,2,0,1,2,0,1,3,1,0,0,3,0,0,0,0,0,2,1,3,2,1,0,3,2,0,2,1,2,1,2,2,2,3,2,2,1,2,1,3,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,7,2,3,4,3,4,14,MAUVAIS ÉTAT DES INFRASTRUCTURES SCOLAIRES,13,MAUVAIS ÉTAT DE LA ROUTE,17,PROBLÈME D'EAU,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,2,4,2,2,3,2,3,2,5,5,4,2,1,4,1,1,1,4,4,1,1,4,4,3,5,5,5,2,2,1,7,97,2,2,0,1,0,2,4,5,4,2,1,0,1,5,5,0,7,7,7,7,7,7,7,7,4,3,5,1,1,5,5,2,1,5,0,0,0,0,0,5,1,1,1,1,2,1,1,1,1,1,1,3,1,2,1,2,1,5,5,5,4,5,5,4,2,4,3,1,1,,1787,,1,5,1,1,5,3,3,3,2,1,2,3,4,3,1,4,5,5,4,1,1780,,1,1,1,1,1,1,7,1,0,6,3,3,0,7,0,3,,3,3,2,,1780,,2,14:01:00,80,0,2,1,,1780,,2,4,1,0,0,0,0,0,4,1,1,1,1,1,1,CBZ30,31,1,1,2,,1791,,8,2,1780,9996,9996,,0.724113511925132,0.799021806262214
CBZ0663,2,1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,9997,9997,9997,2,2,1,2023-07-05,12:43:00,19,1783,,1,2,1,4,4,3,2,3,2,4,0,0,0,2,4,4,4,3,0,3,0,2,0,2,0,1,1,0,4,0,3,4,3,3,2,3,2,1,4,4,2,2,2,1,2,3,3,2,2,3,3,2,3,3,3,3,3,0,1,2,2,1,2,0,2,3,0,0,0,0,0,0,2,2,1,2,1,1,1,1,1,1,1,1,1,3,3,1,2,2,2,2,2,1,2,1,2,0,0,2,2,3,1,0,7,7,7,0,7,7,7,7,7,7,7,0,7,7,7,0,7,7,0,7,1,2,2,2,2,17,MANQUE D'EAU,13,MAUVAISE ÉTAT DE LA VOIE CARROSSABLE,20,MANQUE D'UNE STRUCTURE DE SANTE,1,1,1,1,1,3,1,1,1,3,1,1,2,3,1,3,3,3,3,3,3,3,3,3,2,2,4,2,1,5,2,2,3,4,1,4,2,3,2,1,1,1,1,2,2,0,1,6,1,2,0,0,0,1,4,2,2,4,1,0,1,2,4,0,7,7,7,7,7,7,7,7,1,2,2,2,4,5,2,4,4,2,3,0,0,0,0,4,1,1,1,2,4,9,9,9,5,0,7,2,2,1,4,4,4,2,2,4,4,4,3,1,1,2,4,3,1,,1786,,1,5,1,1,5,3,2,3,3,2,2,2,4,4,1,2,4,3,5,1,1780,,1,0,0,0,0,1,7,1,0,8,3,3,0,7,0,1,,3,4,32,,1780,,8,13:46:00,63,0,2,1,,1781,,2,1,3,0,0,0,0,0,4,1,2,1,2,1,1,CBZ10,23,2,2,2,,1787,,8,2,1780,9996,9996,,0.906640139390601,0.604426759593734
